participant,content,token,lemma,tagged_token,tagged_lemma,tagged_stan_token,tagged_stan_lemma,file,content1,content2,utter_order,content1_embedding_bert-base-uncased,content2_embedding_bert-base-uncased,content1_embedding_bert-base-uncased_content2_embedding_bert-base-uncased_cosine_similarity
PC:,okay those would not connect to each other wait but even if we did that,"['okay', 'those', 'would', 'not', 'connect', 'to', 'each', 'other', 'wait', 'but', 'even', 'if', 'we', 'did', 'that']","['okay', 'those', 'would', 'not', 'connect', 'to', 'each', 'other', 'wait', 'but', 'even', 'if', 'we', 'do', 'that']","[('okay', 'IN'), ('those', 'DT'), ('would', 'MD'), ('not', 'RB'), ('connect', 'VB'), ('to', 'TO'), ('each', 'DT'), ('other', 'JJ'), ('wait', 'NN'), ('but', 'CC'), ('even', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('did', 'VBD'), ('that', 'IN')]","[('okay', 'IN'), ('those', 'DT'), ('would', 'MD'), ('not', 'RB'), ('connect', 'VB'), ('to', 'TO'), ('each', 'DT'), ('other', 'JJ'), ('wait', 'NN'), ('but', 'CC'), ('even', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('do', 'VBP'), ('that', 'DT')]","[('okay', 'JJ'), ('those', 'DT'), ('would', 'MD'), ('not', 'RB'), ('connect', 'VB'), ('to', 'TO'), ('each', 'DT'), ('other', 'JJ'), ('wait', 'NN'), ('but', 'CC'), ('even', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('did', 'VBD'), ('that', 'DT')]","[('okay', 'JJ'), ('those', 'DT'), ('would', 'MD'), ('not', 'RB'), ('connect', 'VB'), ('to', 'TO'), ('each', 'DT'), ('other', 'JJ'), ('wait', 'NN'), ('but', 'CC'), ('even', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('do', 'VBP'), ('that', 'DT')]",ASU-T10_ExpBlock2-DolphinShow.txt,okay those would not connect to each other wait but even if we did that,that might be okay and then if we could jump if we made another thing like that if we could jump it up to the next one,PC: PA:,,,
PA:,that might be okay and then if we could jump if we made another thing like that if we could jump it up to the next one,"['that', 'might', 'be', 'okay', 'and', 'then', 'if', 'we', 'could', 'jump', 'if', 'we', 'made', 'another', 'thing', 'like', 'that', 'if', 'we', 'could', 'jump', 'it', 'up', 'to', 'the', 'next', 'one']","['that', 'might', 'be', 'okay', 'and', 'then', 'if', 'we', 'could', 'jump', 'if', 'we', 'make', 'another', 'thing', 'like', 'that', 'if', 'we', 'could', 'jump', 'it', 'up', 'to', 'the', 'next', 'one']","[('that', 'DT'), ('might', 'MD'), ('be', 'VB'), ('okay', 'VBN'), ('and', 'CC'), ('then', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('if', 'IN'), ('we', 'PRP'), ('made', 'VBD'), ('another', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('that', 'DT'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('it', 'PRP'), ('up', 'RP'), ('to', 'TO'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN')]","[('that', 'DT'), ('might', 'MD'), ('be', 'VB'), ('okay', 'VBN'), ('and', 'CC'), ('then', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('if', 'IN'), ('we', 'PRP'), ('make', 'VBP'), ('another', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('that', 'DT'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('it', 'PRP'), ('up', 'RP'), ('to', 'TO'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN')]","[('that', 'WDT'), ('might', 'MD'), ('be', 'VB'), ('okay', 'JJ'), ('and', 'CC'), ('then', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('if', 'IN'), ('we', 'PRP'), ('made', 'VBD'), ('another', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('that', 'DT'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('it', 'PRP'), ('up', 'RP'), ('to', 'TO'), ('the', 'DT'), ('next', 'JJ'), ('one', 'CD')]","[('that', 'WDT'), ('might', 'MD'), ('be', 'VB'), ('okay', 'JJ'), ('and', 'CC'), ('then', 'RB'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('if', 'IN'), ('we', 'PRP'), ('make', 'VBP'), ('another', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('that', 'DT'), ('if', 'IN'), ('we', 'PRP'), ('could', 'MD'), ('jump', 'VB'), ('it', 'PRP'), ('up', 'RP'), ('to', 'TO'), ('the', 'DT'), ('next', 'JJ'), ('one', 'CD')]",ASU-T10_ExpBlock2-DolphinShow.txt,that might be okay and then if we could jump if we made another thing like that if we could jump it up to the next one,okay so ,PA: PC:,,,
PC:,okay so ,"['okay', 'so']","['okay', 'so']","[('okay', 'NNS'), ('so', 'RB')]","[('okay', 'NNS'), ('so', 'RB')]","[('okay', 'JJ'), ('so', 'RB')]","[('okay', 'JJ'), ('so', 'RB')]",ASU-T10_ExpBlock2-DolphinShow.txt,okay so ,,,,,
PC:,yeah let's try that one,"['yeah', 'let', 'us', 'try', 'that', 'one']","['yeah', 'let', 'u', 'try', 'that', 'one']","[('yeah', 'NN'), ('let', 'VBD'), ('us', 'PRP'), ('try', 'VB'), ('that', 'IN'), ('one', 'CD')]","[('yeah', 'NNS'), ('let', 'VBP'), ('u', 'JJ'), ('try', 'VB'), ('that', 'IN'), ('one', 'CD')]","[('yeah', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('try', 'VB'), ('that', 'IN'), ('one', 'CD')]","[('yeah', 'JJ'), ('let', 'VB'), ('u', 'FW'), ('try', 'VBP'), ('that', 'IN'), ('one', 'CD')]",ASU-T10_ExpBlock1-Oneatatime.txt,yeah let's try that one,this one,PC: PB:,,,
PB:,this one,"['this', 'one']","['this', 'one']","[('this', 'DT'), ('one', 'NN')]","[('this', 'DT'), ('one', 'NN')]","[('this', 'DT'), ('one', 'CD')]","[('this', 'DT'), ('one', 'CD')]",ASU-T10_ExpBlock1-Oneatatime.txt,this one,yeah that one doesn't look too bad,PB: PA:,,,
PA:,yeah that one doesn't look too bad,"['yeah', 'that', 'one', 'does', 'not', 'look', 'too', 'bad']","['yeah', 'that', 'one', 'do', 'not', 'look', 'too', 'bad']","[('yeah', 'NN'), ('that', 'WDT'), ('one', 'CD'), ('does', 'VBZ'), ('not', 'RB'), ('look', 'VB'), ('too', 'RB'), ('bad', 'JJ')]","[('yeah', 'NN'), ('that', 'WDT'), ('one', 'CD'), ('do', 'VBP'), ('not', 'RB'), ('look', 'VB'), ('too', 'RB'), ('bad', 'JJ')]","[('yeah', 'NN'), ('that', 'IN'), ('one', 'CD'), ('does', 'VBZ'), ('not', 'RB'), ('look', 'VB'), ('too', 'RB'), ('bad', 'JJ')]","[('yeah', 'NN'), ('that', 'IN'), ('one', 'CD'), ('do', 'VBP'), ('not', 'RB'), ('look', 'VB'), ('too', 'RB'), ('bad', 'JJ')]",ASU-T10_ExpBlock1-Oneatatime.txt,yeah that one doesn't look too bad,dropped something,PA: PB:,,,
PB:,dropped something,"['dropped', 'something']","['drop', 'something']","[('dropped', 'VBD'), ('something', 'NN')]","[('drop', 'NN'), ('something', 'NN')]","[('dropped', 'VBD'), ('something', 'NN')]","[('drop', 'NN'), ('something', 'NN')]",ASU-T10_ExpBlock1-Oneatatime.txt,dropped something,i feel like that's the solution to all of these,PB: PA:,,,
PA:,i feel like that's the solution to all of these,"['i', 'feel', 'like', 'that', 'is', 'the', 'solution', 'to', 'all', 'of', 'these']","['i', 'feel', 'like', 'that', 'be', 'the', 'solution', 'to', 'all', 'of', 'these']","[('i', 'JJ'), ('feel', 'VBP'), ('like', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('solution', 'NN'), ('to', 'TO'), ('all', 'DT'), ('of', 'IN'), ('these', 'DT')]","[('i', 'JJ'), ('feel', 'VBP'), ('like', 'IN'), ('that', 'DT'), ('be', 'VB'), ('the', 'DT'), ('solution', 'NN'), ('to', 'TO'), ('all', 'DT'), ('of', 'IN'), ('these', 'DT')]","[('i', 'LS'), ('feel', 'VB'), ('like', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('solution', 'NN'), ('to', 'TO'), ('all', 'DT'), ('of', 'IN'), ('these', 'DT')]","[('i', 'LS'), ('feel', 'VB'), ('like', 'IN'), ('that', 'DT'), ('be', 'VB'), ('the', 'DT'), ('solution', 'NN'), ('to', 'TO'), ('all', 'DT'), ('of', 'IN'), ('these', 'DT')]",ASU-T10_ExpBlock1-Oneatatime.txt,i feel like that's the solution to all of these, boy yeah just make a thing like a weight like last time,PA: PB:,,,
PB:, boy yeah just make a thing like a weight like last time,"['boy', 'yeah', 'just', 'make', 'a', 'thing', 'like', 'a', 'weight', 'like', 'last', 'time']","['boy', 'yeah', 'just', 'make', 'a', 'thing', 'like', 'a', 'weight', 'like', 'last', 'time']","[('boy', 'NN'), ('yeah', 'NN'), ('just', 'RB'), ('make', 'VB'), ('a', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('a', 'DT'), ('weight', 'NN'), ('like', 'IN'), ('last', 'JJ'), ('time', 'NN')]","[('boy', 'NN'), ('yeah', 'NN'), ('just', 'RB'), ('make', 'VB'), ('a', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('a', 'DT'), ('weight', 'NN'), ('like', 'IN'), ('last', 'JJ'), ('time', 'NN')]","[('boy', 'NN'), ('yeah', 'RB'), ('just', 'RB'), ('make', 'VB'), ('a', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('a', 'DT'), ('weight', 'NN'), ('like', 'IN'), ('last', 'JJ'), ('time', 'NN')]","[('boy', 'NN'), ('yeah', 'RB'), ('just', 'RB'), ('make', 'VB'), ('a', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('a', 'DT'), ('weight', 'NN'), ('like', 'IN'), ('last', 'JJ'), ('time', 'NN')]",ASU-T10_ExpBlock1-Oneatatime.txt, boy yeah just make a thing like a weight like last time,yeah how is this any different from last time,PB: PC:,,,
PC:,yeah how is this any different from last time,"['yeah', 'how', 'is', 'this', 'any', 'different', 'from', 'last', 'time']","['yeah', 'how', 'be', 'this', 'any', 'different', 'from', 'last', 'time']","[('yeah', 'VB'), ('how', 'WRB'), ('is', 'VBZ'), ('this', 'DT'), ('any', 'DT'), ('different', 'JJ'), ('from', 'IN'), ('last', 'JJ'), ('time', 'NN')]","[('yeah', 'VB'), ('how', 'WRB'), ('be', 'VB'), ('this', 'DT'), ('any', 'DT'), ('different', 'JJ'), ('from', 'IN'), ('last', 'JJ'), ('time', 'NN')]","[('yeah', 'VB'), ('how', 'WRB'), ('is', 'VBZ'), ('this', 'DT'), ('any', 'DT'), ('different', 'JJ'), ('from', 'IN'), ('last', 'JJ'), ('time', 'NN')]","[('yeah', 'VB'), ('how', 'WRB'), ('be', 'VB'), ('this', 'DT'), ('any', 'DT'), ('different', 'JJ'), ('from', 'IN'), ('last', 'JJ'), ('time', 'NN')]",ASU-T10_ExpBlock1-Oneatatime.txt,yeah how is this any different from last time,don't know,PC: PA:,,,
PA:,don't know,"['do', 'not', 'know']","['do', 'not', 'know']","[('do', 'VB'), ('not', 'RB'), ('know', 'VB')]","[('do', 'VB'), ('not', 'RB'), ('know', 'VB')]","[('do', 'VB'), ('not', 'RB'), ('know', 'VB')]","[('do', 'VB'), ('not', 'RB'), ('know', 'VB')]",ASU-T10_ExpBlock1-Oneatatime.txt,don't know,k wait now try and delete the red thing and see if it just flies back down,PA: PC:,,,
PC:,k wait now try and delete the red thing and see if it just flies back down,"['k', 'wait', 'now', 'try', 'and', 'delete', 'the', 'red', 'thing', 'and', 'see', 'if', 'it', 'just', 'flies', 'back', 'down']","['k', 'wait', 'now', 'try', 'and', 'delete', 'the', 'red', 'thing', 'and', 'see', 'if', 'it', 'just', 'fly', 'back', 'down']","[('k', 'NNS'), ('wait', 'VBP'), ('now', 'RB'), ('try', 'VB'), ('and', 'CC'), ('delete', 'VB'), ('the', 'DT'), ('red', 'JJ'), ('thing', 'NN'), ('and', 'CC'), ('see', 'VB'), ('if', 'IN'), ('it', 'PRP'), ('just', 'RB'), ('flies', 'VBZ'), ('back', 'RP'), ('down', 'RP')]","[('k', 'NNS'), ('wait', 'VBP'), ('now', 'RB'), ('try', 'VB'), ('and', 'CC'), ('delete', 'VB'), ('the', 'DT'), ('red', 'JJ'), ('thing', 'NN'), ('and', 'CC'), ('see', 'VB'), ('if', 'IN'), ('it', 'PRP'), ('just', 'RB'), ('fly', 'VB'), ('back', 'RB'), ('down', 'RP')]","[('k', 'NN'), ('wait', 'NN'), ('now', 'RB'), ('try', 'VBP'), ('and', 'CC'), ('delete', 'VBP'), ('the', 'DT'), ('red', 'JJ'), ('thing', 'NN'), ('and', 'CC'), ('see', 'VB'), ('if', 'IN'), ('it', 'PRP'), ('just', 'RB'), ('flies', 'VBZ'), ('back', 'RB'), ('down', 'RB')]","[('k', 'NN'), ('wait', 'NN'), ('now', 'RB'), ('try', 'VBP'), ('and', 'CC'), ('delete', 'VBP'), ('the', 'DT'), ('red', 'JJ'), ('thing', 'NN'), ('and', 'CC'), ('see', 'VB'), ('if', 'IN'), ('it', 'PRP'), ('just', 'RB'), ('fly', 'VBP'), ('back', 'RB'), ('down', 'RB')]",ASU-T10_ExpBlock1-Oneatatime.txt,k wait now try and delete the red thing and see if it just flies back down,i think it needs to swing out to the right side while it's like going up or down,PC: PA:,,,
PA:,i think it needs to swing out to the right side while it's like going up or down,"['i', 'think', 'it', 'needs', 'to', 'swing', 'out', 'to', 'the', 'right', 'side', 'while', 'it', 'is', 'like', 'going', 'up', 'or', 'down']","['i', 'think', 'it', 'need', 'to', 'swing', 'out', 'to', 'the', 'right', 'side', 'while', 'it', 'be', 'like', 'go', 'up', 'or', 'down']","[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('swing', 'VBG'), ('out', 'RP'), ('to', 'TO'), ('the', 'DT'), ('right', 'JJ'), ('side', 'NN'), ('while', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('like', 'IN'), ('going', 'VBG'), ('up', 'RP'), ('or', 'CC'), ('down', 'IN')]","[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('swing', 'VBG'), ('out', 'RP'), ('to', 'TO'), ('the', 'DT'), ('right', 'JJ'), ('side', 'NN'), ('while', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('like', 'IN'), ('go', 'VB'), ('up', 'RP'), ('or', 'CC'), ('down', 'IN')]","[('i', 'LS'), ('think', 'VB'), ('it', 'PRP'), ('needs', 'VBZ'), ('to', 'TO'), ('swing', 'VB'), ('out', 'RP'), ('to', 'TO'), ('the', 'DT'), ('right', 'JJ'), ('side', 'NN'), ('while', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('like', 'IN'), ('going', 'VBG'), ('up', 'RP'), ('or', 'CC'), ('down', 'RP')]","[('i', 'LS'), ('think', 'VB'), ('it', 'PRP'), ('need', 'VB'), ('to', 'TO'), ('swing', 'VB'), ('out', 'RP'), ('to', 'TO'), ('the', 'DT'), ('right', 'JJ'), ('side', 'NN'), ('while', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('like', 'IN'), ('go', 'VB'), ('up', 'RP'), ('or', 'CC'), ('down', 'RP')]",ASU-T10_ExpBlock1-Oneatatime.txt,i think it needs to swing out to the right side while it's like going up or down,yeah but i think it might have gotten stuck now,PA: PC:,,,
PC:,yeah but i think it might have gotten stuck now,"['yeah', 'but', 'i', 'think', 'it', 'might', 'have', 'gotten', 'stuck', 'now']","['yeah', 'but', 'i', 'think', 'it', 'might', 'have', 'get', 'stick', 'now']","[('yeah', 'NN'), ('but', 'CC'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('might', 'MD'), ('have', 'VB'), ('gotten', 'VBN'), ('stuck', 'VBN'), ('now', 'RB')]","[('yeah', 'NN'), ('but', 'CC'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('might', 'MD'), ('have', 'VB'), ('get', 'VB'), ('stick', 'VBN'), ('now', 'RB')]","[('yeah', 'NN'), ('but', 'CC'), ('i', 'FW'), ('think', 'VBP'), ('it', 'PRP'), ('might', 'MD'), ('have', 'VB'), ('gotten', 'VBN'), ('stuck', 'VBN'), ('now', 'RB')]","[('yeah', 'NN'), ('but', 'CC'), ('i', 'FW'), ('think', 'VBP'), ('it', 'PRP'), ('might', 'MD'), ('have', 'VB'), ('get', 'VB'), ('stick', 'VB'), ('now', 'RB')]",ASU-T10_ExpBlock1-Oneatatime.txt,yeah but i think it might have gotten stuck now, if you hit the space bar i think it restarts it,PC: PA:,,,
PA:, if you hit the space bar i think it restarts it,"['if', 'you', 'hit', 'the', 'space', 'bar', 'i', 'think', 'it', 'starts', 'it']","['if', 'you', 'hit', 'the', 'space', 'bar', 'i', 'think', 'it', 'start', 'it']","[('if', 'IN'), ('you', 'PRP'), ('hit', 'VBP'), ('the', 'DT'), ('space', 'NN'), ('bar', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('starts', 'VBZ'), ('it', 'PRP')]","[('if', 'IN'), ('you', 'PRP'), ('hit', 'VBP'), ('the', 'DT'), ('space', 'NN'), ('bar', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('start', 'VBZ'), ('it', 'PRP')]","[('if', 'IN'), ('you', 'PRP'), ('hit', 'VBP'), ('the', 'DT'), ('space', 'NN'), ('bar', 'NN'), ('i', 'FW'), ('think', 'VB'), ('it', 'PRP'), ('starts', 'VBZ'), ('it', 'PRP')]","[('if', 'IN'), ('you', 'PRP'), ('hit', 'VBP'), ('the', 'DT'), ('space', 'NN'), ('bar', 'NN'), ('i', 'FW'), ('think', 'VB'), ('it', 'PRP'), ('start', 'VB'), ('it', 'PRP')]",ASU-T10_ExpBlock1-Oneatatime.txt, if you hit the space bar i think it restarts it, we got a gold one,PA: PC:,,,
PC:, we got a gold one,"['we', 'got', 'a', 'gold', 'one']","['we', 'get', 'a', 'gold', 'one']","[('we', 'PRP'), ('got', 'VBD'), ('a', 'DT'), ('gold', 'NN'), ('one', 'CD')]","[('we', 'PRP'), ('get', 'VBP'), ('a', 'DT'), ('gold', 'NN'), ('one', 'CD')]","[('we', 'PRP'), ('got', 'VBD'), ('a', 'DT'), ('gold', 'NN'), ('one', 'CD')]","[('we', 'PRP'), ('get', 'VBP'), ('a', 'DT'), ('gold', 'NN'), ('one', 'CD')]",ASU-T10_ExpBlock1-Oneatatime.txt, we got a gold one,sweet come on,PC: PB:,,,
PB:,sweet come on,"['sweet', 'come', 'on']","['sweet', 'come', 'on']","[('sweet', 'JJ'), ('come', 'NN'), ('on', 'IN')]","[('sweet', 'JJ'), ('come', 'NN'), ('on', 'IN')]","[('sweet', 'JJ'), ('come', 'VBN'), ('on', 'IN')]","[('sweet', 'JJ'), ('come', 'VBN'), ('on', 'IN')]",ASU-T10_ExpBlock1-Oneatatime.txt,sweet come on,i don't know what that means but gold is good,PB: PA:,,,
PA:,i don't know what that means but gold is good,"['i', 'do', 'not', 'know', 'what', 'that', 'means', 'but', 'gold', 'is', 'good']","['i', 'do', 'not', 'know', 'what', 'that', 'mean', 'but', 'gold', 'be', 'good']","[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('what', 'WP'), ('that', 'IN'), ('means', 'VBZ'), ('but', 'CC'), ('gold', 'NN'), ('is', 'VBZ'), ('good', 'JJ')]","[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('what', 'WP'), ('that', 'IN'), ('mean', 'NN'), ('but', 'CC'), ('gold', 'NN'), ('be', 'VB'), ('good', 'JJ')]","[('i', 'LS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('what', 'WP'), ('that', 'DT'), ('means', 'VBZ'), ('but', 'CC'), ('gold', 'NN'), ('is', 'VBZ'), ('good', 'JJ')]","[('i', 'LS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('what', 'WP'), ('that', 'WDT'), ('mean', 'VBP'), ('but', 'CC'), ('gold', 'NN'), ('be', 'VB'), ('good', 'JJ')]",ASU-T10_ExpBlock1-Oneatatime.txt,i don't know what that means but gold is good,,,,,
